PACKET_ID,PACKET_TYPE_Control_Packet,CONTROL_PACKET_TYPE_DIO,CONTROL_PACKET_TYPE_App1_CBR,CONTROL_PACKET_TYPE_DAO,SOURCE_ID,RECEIVER_ID,NW_LAYER_ARRIVAL_TIME(US),MAC_LAYER_ARRIVAL_TIME(US),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS_Successful,PACKET_STATUS_Collided,Class Type
0,1,0,0,0,6,7,0,0,0,1,0,1
0,1,0,0,0,7,6,0,0,0,1,0,1
0,1,1,0,0,6,2,6241,6241,6,1,0,1
0,1,1,0,0,6,4,6241,6241,6,1,0,1
0,1,1,0,0,6,9,6241,6241,6,1,0,1
0,1,1,0,0,6,10,6241,6241,6,1,0,1
0,1,1,0,0,6,15,6241,6241,6,1,0,1
0,1,0,0,1,2,6,8769,8769,6,0,1,1
0,1,0,0,1,9,6,8769,8769,6,1,0,1
0,1,1,0,0,9,2,13071,13071,6,1,0,1
0,1,1,0,0,9,3,13071,13071,6,1,0,1
0,1,1,0,0,9,4,13071,13071,6,1,0,1
0,1,1,0,0,9,5,13071,13071,6,1,0,1
0,1,1,0,0,9,6,13071,13071,6,1,0,1
0,1,1,0,0,9,10,13071,13071,6,1,0,1
0,1,1,0,0,9,11,13071,13071,6,1,0,1
0,1,1,0,0,9,12,13071,13071,6,1,0,1
0,1,1,0,0,9,13,13071,13071,6,1,0,1
0,1,1,0,0,9,14,13071,13071,6,1,0,1
0,1,1,0,0,9,15,13071,13071,6,1,0,1
0,1,0,0,1,3,9,17986,17986,6,0,1,1
0,1,0,0,1,11,9,17986,17986,6,0,1,1
0,1,1,0,0,6,2,16803,16803,6,0,1,1
0,1,1,0,0,6,4,16803,16803,6,0,1,1
0,1,1,0,0,6,10,16803,16803,6,1,0,1
0,1,1,0,0,6,15,16803,16803,6,1,0,1
0,1,1,0,0,14,2,22762,22762,6,1,0,1
0,1,1,0,0,14,3,22762,22762,6,1,0,1
0,1,1,0,0,14,4,22762,22762,6,1,0,1
0,1,1,0,0,14,5,22762,22762,6,1,0,1
0,1,1,0,0,14,9,22762,22762,6,1,0,1
0,1,1,0,0,14,10,22762,22762,6,1,0,1
0,1,1,0,0,14,11,22762,22762,6,1,0,1
0,1,1,0,0,14,12,22762,22762,6,1,0,1
0,1,1,0,0,14,13,22762,22762,6,1,0,1
0,1,1,0,0,14,15,22762,22762,6,1,0,1
0,1,1,0,0,2,1,14586,14586,6,1,0,1
0,1,1,0,0,2,3,14586,14586,6,1,0,1
0,1,1,0,0,2,4,14586,14586,6,0,1,1
0,1,1,0,0,2,5,14586,14586,6,0,1,1
0,1,1,0,0,2,6,14586,14586,6,0,1,1
0,1,1,0,0,2,9,14586,14586,6,0,0,1
0,1,1,0,0,2,10,14586,14586,6,0,1,1
0,1,1,0,0,2,11,14586,14586,6,1,0,1
0,1,1,0,0,2,12,14586,14586,6,0,1,1
0,1,1,0,0,2,14,14586,14586,6,0,0,1
0,1,1,0,0,15,13,13081,13081,6,1,0,1
0,1,0,0,0,1,2,25000,25000,6,0,1,1
0,1,0,0,0,1,3,25000,25000,6,1,0,1
0,1,0,0,0,1,4,25000,25000,6,0,1,1
0,1,0,0,0,1,5,25000,25000,6,1,0,1
0,1,0,0,0,1,11,25000,25000,6,1,0,1
0,1,0,0,0,1,12,25000,25000,6,1,0,1
0,1,0,0,0,1,13,25000,25000,6,1,0,1
0,1,0,0,0,10,6,25000,25000,6,1,0,1
0,1,0,0,0,10,9,25000,25000,6,1,0,1
0,1,0,0,0,10,14,25000,25000,6,1,0,1
0,1,0,0,0,10,15,25000,25000,6,1,0,1
0,1,0,0,1,13,9,17986,17986,6,0,1,1
0,1,0,0,1,4,6,8769,8769,6,1,0,1
0,1,1,0,0,3,1,22723,22723,6,0,1,1
0,1,1,0,0,3,2,22723,22723,6,1,0,1
0,1,1,0,0,3,5,22723,22723,6,0,1,1
0,1,1,0,0,3,11,22723,22723,6,0,1,1
0,1,1,0,0,3,12,22723,22723,6,0,1,1
0,1,1,0,0,3,14,22723,22723,6,0,1,1
0,1,0,0,0,10,2,30000,30000,6,0,1,1
0,1,0,0,0,10,4,30000,30000,6,0,1,1
0,1,0,0,0,10,6,30000,30000,6,1,0,1
0,1,0,0,0,10,14,30000,30000,6,0,1,1
0,1,0,0,0,10,15,30000,30000,6,0,1,1
0,1,0,0,1,5,9,17986,17986,6,1,0,1
0,1,0,0,0,10,6,35000,35000,6,0,1,1
0,1,0,0,0,10,15,35000,35000,6,0,1,1
0,1,0,0,1,3,9,25930,25930,6,0,1,1
0,1,1,0,0,11,2,24488,24488,6,0,1,1
0,1,1,0,0,11,4,24488,24488,6,0,1,1
0,1,1,0,0,11,5,24488,24488,6,0,1,1
0,1,1,0,0,11,12,24488,24488,6,0,1,1
0,1,1,0,0,11,13,24488,24488,6,0,1,1
0,1,1,0,0,11,14,24488,24488,6,0,1,1
0,1,1,0,0,5,1,25825,25825,6,1,0,1
0,1,1,0,0,5,2,25825,25825,6,1,0,1
0,1,1,0,0,5,3,25825,25825,6,1,0,1
0,1,1,0,0,5,4,25825,25825,6,1,0,1
0,1,1,0,0,5,9,25825,25825,6,1,0,1
0,1,1,0,0,5,11,25825,25825,6,1,0,1
0,1,1,0,0,5,13,25825,25825,6,1,0,1
0,1,1,0,0,5,14,25825,25825,6,1,0,1
0,1,1,0,0,5,15,25825,25825,6,1,0,1
0,1,1,0,0,13,1,24173,24173,6,1,0,1
0,1,1,0,0,13,3,24173,24173,6,0,1,1
0,1,1,0,0,13,4,24173,24173,6,0,1,1
0,1,1,0,0,13,5,24173,24173,6,0,1,1
0,1,1,0,0,13,9,24173,24173,6,0,1,1
0,1,1,0,0,13,11,24173,24173,6,0,1,1
0,1,1,0,0,13,12,24173,24173,6,0,1,1
0,1,1,0,0,13,15,24173,24173,6,0,1,1
0,1,1,0,0,14,2,29964,29964,6,1,0,1
0,1,1,0,0,14,10,29964,29964,6,1,0,1
0,1,0,0,1,3,9,28164,28164,6,0,1,1
0,1,1,0,0,6,2,29964,29964,6,0,1,1
0,1,1,0,0,6,4,29964,29964,6,0,1,1
0,1,1,0,0,6,10,29964,29964,6,1,0,1
0,1,1,0,0,6,15,29964,29964,6,1,0,1
0,1,1,0,0,3,1,29669,29669,6,1,0,1
0,1,1,0,0,3,2,29669,29669,6,0,1,1
0,1,1,0,0,3,4,29669,29669,6,0,1,1
0,1,1,0,0,3,5,29669,29669,6,1,0,1
0,1,1,0,0,3,9,29669,29669,6,0,1,1
0,1,1,0,0,3,11,29669,29669,6,1,0,1
0,1,1,0,0,3,12,29669,29669,6,1,0,1
0,1,1,0,0,3,13,29669,29669,6,1,0,1
0,1,1,0,0,3,14,29669,29669,6,1,0,1
0,1,1,0,0,6,10,34064,34064,6,1,0,1
0,1,1,0,0,6,15,34064,34064,6,1,0,1
0,1,0,0,0,1,2,35000,35000,6,0,1,1
0,1,0,0,0,1,3,35000,35000,6,0,1,1
0,1,0,0,0,1,4,35000,35000,6,0,1,1
0,1,0,0,0,1,5,35000,35000,6,0,1,1
0,1,0,0,0,1,13,35000,35000,6,0,1,1
0,1,0,0,1,11,9,25930,25930,6,0,1,1
0,1,1,0,0,12,14,22846,22846,6,0,1,1
0,1,1,0,0,12,15,22846,22846,6,1,0,1
0,1,0,0,0,10,2,40000,40000,6,0,1,1
0,1,0,0,0,10,4,40000,40000,6,0,1,1
0,1,0,0,0,10,6,40000,40000,6,1,0,1
0,1,0,0,0,10,9,40000,40000,6,1,0,1
0,1,0,0,0,10,14,40000,40000,6,1,0,1
0,1,0,0,0,10,15,40000,40000,6,1,0,1
0,1,0,0,0,1,3,40000,40000,6,1,0,1
0,1,0,0,0,1,5,40000,40000,6,1,0,1
0,1,0,0,0,1,11,40000,40000,6,1,0,1
0,1,0,0,0,1,12,40000,40000,6,1,0,1
0,1,0,0,0,1,13,40000,40000,6,1,0,1
0,1,1,0,0,6,2,40928,40928,6,0,1,1
0,1,1,0,0,6,4,40928,40928,6,0,1,1
0,1,1,0,0,6,9,40928,40928,6,0,1,1
0,1,1,0,0,6,10,40928,40928,6,0,1,1
0,1,1,0,0,6,15,40928,40928,6,0,1,1
0,1,1,0,0,14,3,38500,38500,6,1,0,1
0,1,1,0,0,14,5,38500,38500,6,1,0,1
0,1,1,0,0,14,11,38500,38500,6,1,0,1
0,1,1,0,0,14,12,38500,38500,6,1,0,1
0,1,1,0,0,14,13,38500,38500,6,1,0,1
0,1,1,0,0,4,1,14242,14242,6,1,0,1
0,1,1,0,0,4,2,14242,14242,6,1,0,1
0,1,1,0,0,4,3,14242,14242,6,1,0,1
0,1,1,0,0,4,5,14242,14242,6,1,0,1
0,1,1,0,0,4,6,14242,14242,6,1,0,1
0,1,1,0,0,4,9,14242,14242,6,1,0,1
0,1,1,0,0,4,10,14242,14242,6,1,0,1
0,1,1,0,0,4,11,14242,14242,6,1,0,1
0,1,1,0,0,4,12,14242,14242,6,1,0,1
0,1,1,0,0,4,13,14242,14242,6,1,0,1
0,1,1,0,0,4,14,14242,14242,6,1,0,1
0,1,1,0,0,4,15,14242,14242,6,1,0,1
0,1,0,0,0,10,15,45000,45000,6,0,1,1
0,1,0,0,1,2,6,17986,17986,6,1,0,1
0,1,1,0,0,3,1,34192,34192,6,0,1,1
0,1,1,0,0,3,4,34192,34192,6,0,1,1
0,1,1,0,0,3,5,34192,34192,6,0,1,1
0,1,1,0,0,3,9,34192,34192,6,0,1,1
0,1,1,0,0,3,11,34192,34192,6,0,1,1
0,1,1,0,0,3,12,34192,34192,6,0,1,1
0,1,1,0,0,3,13,34192,34192,6,1,0,1
0,1,1,0,0,3,14,34192,34192,6,0,1,1
0,1,0,0,1,15,6,17986,17986,6,0,1,1
0,1,1,0,0,9,2,29128,29128,6,0,1,1
0,1,1,0,0,9,3,29128,29128,6,0,1,1
0,1,1,0,0,9,4,29128,29128,6,0,1,1
0,1,1,0,0,9,10,29128,29128,6,0,1,1
0,1,1,0,0,9,11,29128,29128,6,0,1,1
0,1,1,0,0,9,12,29128,29128,6,0,1,1
0,1,1,0,0,9,13,29128,29128,6,0,1,1
0,1,1,0,0,9,14,29128,29128,6,0,1,1
0,1,0,0,0,10,2,50000,50000,6,0,1,1
0,1,0,0,0,10,4,50000,50000,6,0,1,1
0,1,0,0,0,10,6,50000,50000,6,1,0,1
0,1,0,0,0,10,14,50000,50000,6,0,1,1
0,1,0,0,0,10,15,50000,50000,6,1,0,1
0,1,0,0,1,3,9,39176,39176,6,0,0,1
0,1,1,0,0,15,4,24956,24956,6,0,1,1
0,1,1,0,0,15,5,24956,24956,6,0,1,1
0,1,1,0,0,15,6,24956,24956,6,0,1,1
0,1,1,0,0,15,10,24956,24956,6,0,1,1
0,1,1,0,0,15,12,24956,24956,6,0,0,1
0,1,1,0,0,15,13,24956,24956,6,0,1,1
0,1,1,0,0,15,14,24956,24956,6,0,1,1
0,1,1,0,0,2,1,22484,22484,6,0,1,1
0,1,1,0,0,2,3,22484,22484,6,0,1,1
0,1,1,0,0,2,9,22484,22484,6,0,1,1
0,1,0,0,0,10,14,55000,55000,6,0,1,1
0,1,0,0,1,13,9,25930,25930,6,0,1,1
0,1,1,0,0,6,4,50427,50427,6,0,1,1
0,1,1,0,0,6,15,50427,50427,6,0,1,1
0,1,1,0,0,2,1,41699,41699,6,0,1,1
0,1,1,0,0,2,3,41699,41699,6,0,1,1
0,1,1,0,0,2,5,41699,41699,6,0,1,1
0,1,1,0,0,2,11,41699,41699,6,0,1,1
0,1,1,0,0,2,12,41699,41699,6,0,1,1
0,1,1,0,0,5,1,29669,29669,6,1,0,1
0,1,1,0,0,5,2,29669,29669,6,0,1,1
0,1,1,0,0,5,3,29669,29669,6,1,0,1
0,1,1,0,0,5,4,29669,29669,6,0,1,1
0,1,1,0,0,5,9,29669,29669,6,0,1,1
0,1,1,0,0,5,11,29669,29669,6,1,0,1
0,1,1,0,0,5,12,29669,29669,6,1,0,1
0,1,1,0,0,5,13,29669,29669,6,1,0,1
0,1,1,0,0,5,14,29669,29669,6,1,0,1
0,1,1,0,0,5,15,29669,29669,6,0,1,1
0,1,1,0,0,6,10,61006,61006,6,1,0,1
0,1,0,0,0,10,6,60000,60000,6,0,1,1
0,1,1,0,0,5,1,31030,31030,6,1,0,1
0,1,1,0,0,5,2,31030,31030,6,0,1,1
0,1,1,0,0,5,3,31030,31030,6,0,1,1
0,1,1,0,0,5,4,31030,31030,6,0,1,1
0,1,1,0,0,5,9,31030,31030,6,0,1,1
0,1,1,0,0,5,11,31030,31030,6,0,1,1
0,1,1,0,0,5,13,31030,31030,6,0,1,1
0,1,1,0,0,5,15,31030,31030,6,0,1,1
2,0,0,1,0,2,6,46720,46720,6,0,1,1
0,1,1,0,0,15,4,29964,29964,6,0,1,1
0,1,1,0,0,15,5,29964,29964,6,0,1,1
0,1,1,0,0,15,9,29964,29964,6,0,1,1
0,1,1,0,0,15,10,29964,29964,6,0,1,1
0,1,1,0,0,15,12,29964,29964,6,0,1,1
0,1,1,0,0,15,13,29964,29964,6,1,0,1
0,1,1,0,0,15,14,29964,29964,6,0,1,1
0,1,0,0,0,10,6,65000,65000,6,1,0,1
0,1,0,0,0,10,15,65000,65000,6,1,0,1
0,1,1,0,0,3,1,46454,46454,6,1,0,1
0,1,1,0,0,3,2,46454,46454,6,1,0,1
0,1,1,0,0,3,4,46454,46454,6,1,0,1
0,1,1,0,0,3,5,46454,46454,6,1,0,1
0,1,1,0,0,3,9,46454,46454,6,1,0,1
0,1,1,0,0,3,11,46454,46454,6,1,0,1
0,1,1,0,0,3,12,46454,46454,6,1,0,1
0,1,1,0,0,3,13,46454,46454,6,1,0,1
0,1,1,0,0,3,14,46454,46454,6,1,0,1
0,1,1,0,0,12,1,29669,29669,6,0,1,1
0,1,1,0,0,12,2,29669,29669,6,0,1,1
0,1,1,0,0,12,3,29669,29669,6,0,1,1
0,1,1,0,0,12,5,29669,29669,6,0,1,1
0,1,1,0,0,12,11,29669,29669,6,0,1,1
0,1,1,0,0,12,13,29669,29669,6,0,1,1
0,1,1,0,0,12,14,29669,29669,6,0,1,1
0,1,1,0,0,12,15,29669,29669,6,0,0,1
0,1,1,0,0,4,6,24651,24651,6,0,1,1
0,1,1,0,0,4,10,24651,24651,6,0,1,1
0,1,1,0,0,11,1,29669,29669,6,0,1,1
0,1,1,0,0,11,2,29669,29669,6,0,1,1
0,1,1,0,0,11,3,29669,29669,6,0,1,1
0,1,1,0,0,11,4,29669,29669,6,0,1,1
0,1,1,0,0,11,5,29669,29669,6,0,1,1
0,1,1,0,0,11,9,29669,29669,6,0,1,1
0,1,1,0,0,11,14,29669,29669,6,0,1,1
0,1,1,0,0,12,15,32707,32707,6,1,0,1
0,1,0,0,0,10,4,70000,70000,6,0,1,1
0,1,0,0,0,10,9,70000,70000,6,0,1,1
0,1,0,0,0,10,14,70000,70000,6,0,1,1
0,1,0,0,0,10,15,70000,70000,6,1,0,1
0,1,1,0,0,15,4,37195,37195,6,0,1,1
0,1,1,0,0,15,5,37195,37195,6,0,1,1
0,1,1,0,0,15,9,37195,37195,6,0,1,1
0,1,1,0,0,15,10,37195,37195,6,0,1,1
0,1,1,0,0,15,12,37195,37195,6,0,1,1
0,1,1,0,0,15,13,37195,37195,6,1,0,1
0,1,1,0,0,15,14,37195,37195,6,0,1,1
2,0,0,1,0,2,6,46720,46720,6,1,0,1
2,0,0,1,0,2,7,88404,88404,0,1,0,1
2,0,0,1,0,2,8,88419,88419,0,1,0,1
0,1,1,0,0,4,1,40268,40268,6,1,0,1
0,1,1,0,0,4,2,40268,40268,6,1,0,1
0,1,1,0,0,4,3,40268,40268,6,1,0,1
0,1,1,0,0,4,5,40268,40268,6,1,0,1
0,1,1,0,0,4,6,40268,40268,6,1,0,1
0,1,1,0,0,4,9,40268,40268,6,1,0,1
0,1,1,0,0,4,10,40268,40268,6,1,0,1
0,1,1,0,0,4,11,40268,40268,6,1,0,1
0,1,1,0,0,4,12,40268,40268,6,1,0,1
0,1,1,0,0,4,13,40268,40268,6,1,0,1
0,1,1,0,0,4,14,40268,40268,6,1,0,1
0,1,1,0,0,4,15,40268,40268,6,1,0,1
0,1,1,0,0,6,2,78802,78802,6,1,0,1
0,1,1,0,0,6,4,78802,78802,6,1,0,1
0,1,1,0,0,6,9,78802,78802,6,1,0,1
0,1,1,0,0,6,10,78802,78802,6,1,0,1
0,1,1,0,0,6,15,78802,78802,6,1,0,1
0,1,1,0,0,9,2,50427,50427,6,1,0,1
0,1,1,0,0,9,3,50427,50427,6,1,0,1
0,1,1,0,0,9,4,50427,50427,6,0,1,1
0,1,1,0,0,9,5,50427,50427,6,0,1,1
0,1,1,0,0,9,6,50427,50427,6,0,1,1
0,1,1,0,0,9,10,50427,50427,6,0,1,1
0,1,1,0,0,9,11,50427,50427,6,1,0,1
0,1,1,0,0,9,12,50427,50427,6,0,1,1
0,1,1,0,0,9,13,50427,50427,6,0,1,1
0,1,1,0,0,9,14,50427,50427,6,0,1,1
0,1,1,0,0,14,3,62245,62245,6,0,1,1
0,1,1,0,0,14,4,62245,62245,6,0,1,1
0,1,1,0,0,14,5,62245,62245,6,0,1,1
0,1,1,0,0,14,9,62245,62245,6,0,1,1
0,1,1,0,0,14,10,62245,62245,6,0,1,1
0,1,1,0,0,14,11,62245,62245,6,0,1,1
0,1,1,0,0,14,12,62245,62245,6,0,1,1
0,1,1,0,0,14,13,62245,62245,6,1,0,1
0,1,1,0,0,14,15,62245,62245,6,1,0,1
2,0,0,1,0,2,6,46720,46720,6,0,1,1
0,1,1,0,0,13,1,29669,29669,6,0,1,1
0,1,1,0,0,13,3,29669,29669,6,0,1,1
0,1,1,0,0,13,4,29669,29669,6,0,1,1
0,1,1,0,0,13,5,29669,29669,6,0,1,1
0,1,1,0,0,13,9,29669,29669,6,0,1,1
0,1,1,0,0,13,11,29669,29669,6,0,1,1
0,1,1,0,0,13,12,29669,29669,6,0,1,1
0,1,1,0,0,13,14,29669,29669,6,0,1,1
0,1,1,0,0,15,10,61006,61006,6,0,1,1
0,1,1,0,0,5,2,43373,43373,6,0,1,1
0,1,1,0,0,5,3,43373,43373,6,1,0,1
0,1,1,0,0,5,4,43373,43373,6,0,1,1
0,1,1,0,0,5,9,43373,43373,6,0,1,1
0,1,1,0,0,5,11,43373,43373,6,1,0,1
0,1,1,0,0,5,12,43373,43373,6,1,0,1
0,1,1,0,0,5,13,43373,43373,6,1,0,1
0,1,1,0,0,5,14,43373,43373,6,1,0,1
0,1,1,0,0,5,15,43373,43373,6,0,1,1
0,1,1,0,0,6,10,98857,98857,6,0,1,1
0,1,1,0,0,4,1,59908,59908,6,1,0,1
0,1,1,0,0,4,2,59908,59908,6,1,0,1
0,1,1,0,0,4,3,59908,59908,6,1,0,1
0,1,1,0,0,4,5,59908,59908,6,1,0,1
0,1,1,0,0,4,6,59908,59908,6,1,0,1
0,1,1,0,0,4,9,59908,59908,6,1,0,1
0,1,1,0,0,4,10,59908,59908,6,1,0,1
0,1,1,0,0,4,11,59908,59908,6,1,0,1
0,1,1,0,0,4,12,59908,59908,6,1,0,1
0,1,1,0,0,4,13,59908,59908,6,1,0,1
0,1,1,0,0,4,14,59908,59908,6,1,0,1
0,1,1,0,0,4,15,59908,59908,6,1,0,1
0,1,1,0,0,12,1,43073,43073,6,0,1,1
0,1,1,0,0,12,3,43073,43073,6,0,1,1
0,1,1,0,0,12,4,43073,43073,6,0,1,1
0,1,1,0,0,12,5,43073,43073,6,0,1,1
0,1,1,0,0,12,9,43073,43073,6,0,1,1
0,1,1,0,0,12,11,43073,43073,6,0,1,1
0,1,1,0,0,12,13,43073,43073,6,1,0,1
0,1,1,0,0,12,14,43073,43073,6,0,1,1
0,1,1,0,0,12,15,43073,43073,6,1,0,1
0,1,1,0,0,13,1,35780,35780,6,0,1,1
0,1,1,0,0,13,3,35780,35780,6,0,1,1
0,1,1,0,0,13,4,35780,35780,6,0,1,1
0,1,1,0,0,13,5,35780,35780,6,0,1,1
0,1,1,0,0,13,9,35780,35780,6,0,1,1
0,1,1,0,0,13,11,35780,35780,6,0,1,1
0,1,1,0,0,13,12,35780,35780,6,0,1,1
0,1,1,0,0,13,14,35780,35780,6,0,1,1
0,1,1,0,0,13,15,35780,35780,6,1,0,1
2,0,0,1,0,2,6,46720,46720,6,1,0,1
2,0,0,1,0,2,7,110009,110009,0,1,0,1
2,0,0,1,0,2,8,110024,110024,0,1,0,1
0,1,1,0,0,3,1,50890,50890,6,0,1,1
0,1,1,0,0,3,2,50890,50890,6,0,1,1
0,1,1,0,0,3,4,50890,50890,6,0,1,1
0,1,1,0,0,3,5,50890,50890,6,0,1,1
0,1,1,0,0,3,9,50890,50890,6,0,1,1
0,1,1,0,0,3,11,50890,50890,6,0,1,1
0,1,1,0,0,3,13,50890,50890,6,0,1,1
0,1,1,0,0,3,14,50890,50890,6,0,1,1
0,1,1,0,0,12,15,50890,50890,6,1,0,1
0,1,0,0,0,1,3,55000,55000,6,0,1,1
0,1,0,0,0,1,4,55000,55000,6,0,1,1
0,1,0,0,0,1,11,55000,55000,6,0,1,1
0,1,0,0,0,1,12,55000,55000,6,0,1,1
0,1,0,0,0,1,13,55000,55000,6,0,0,1
0,1,1,0,0,5,9,50890,50890,6,0,1,1
0,1,1,0,0,5,14,50890,50890,6,0,1,1
0,1,1,0,0,5,15,50890,50890,6,0,1,1
2,0,0,1,0,2,6,46720,46720,6,1,0,1
2,0,0,1,0,2,7,117307,117307,0,1,0,1
2,0,0,1,0,2,8,117322,117322,0,1,0,1
0,1,0,0,1,13,9,39176,39176,6,0,1,1
0,1,0,0,1,5,4,55083,55083,6,1,0,1
0,1,1,0,0,14,2,72761,72761,6,1,0,1
0,1,1,0,0,14,3,72761,72761,6,0,1,1
0,1,1,0,0,14,4,72761,72761,6,0,1,1
0,1,1,0,0,14,5,72761,72761,6,0,1,1
0,1,1,0,0,14,9,72761,72761,6,0,1,1
0,1,1,0,0,14,10,72761,72761,6,1,0,1
0,1,1,0,0,14,11,72761,72761,6,0,1,1
0,1,1,0,0,14,12,72761,72761,6,0,1,1
0,1,1,0,0,14,15,72761,72761,6,0,1,1
0,1,1,0,0,13,1,43371,43371,6,1,0,1
0,1,0,0,0,10,2,80000,80000,6,0,1,1
0,1,0,0,0,10,4,80000,80000,6,0,1,1
0,1,0,0,0,10,6,80000,80000,6,0,1,1
0,1,0,0,0,10,14,80000,80000,6,0,1,1
0,1,1,0,0,9,3,63741,63741,6,1,0,1
0,1,1,0,0,9,5,63741,63741,6,0,1,1
0,1,1,0,0,9,11,63741,63741,6,1,0,1
0,1,1,0,0,9,12,63741,63741,6,0,1,1
0,1,1,0,0,9,13,63741,63741,6,0,1,1
0,1,0,0,0,1,2,60000,60000,6,0,1,1
0,1,0,0,0,1,3,60000,60000,6,0,1,1
0,1,0,0,0,1,4,60000,60000,6,0,1,1
0,1,0,0,0,1,5,60000,60000,6,0,1,1
0,1,0,0,0,1,11,60000,60000,6,0,1,1
0,1,0,0,0,1,12,60000,60000,6,0,1,1
0,1,0,0,0,1,13,60000,60000,6,0,1,1
0,1,1,0,0,14,9,97941,97941,6,1,0,1
0,1,1,0,0,14,10,97941,97941,6,1,0,1
0,1,1,0,0,14,15,97941,97941,6,1,0,1
0,1,1,0,0,15,4,78802,78802,6,0,1,1
0,1,1,0,0,15,5,78802,78802,6,0,1,1
0,1,1,0,0,15,6,78802,78802,6,1,0,1
0,1,1,0,0,15,9,78802,78802,6,0,1,1
0,1,1,0,0,15,10,78802,78802,6,1,0,1
0,1,1,0,0,15,12,78802,78802,6,0,0,1
0,1,1,0,0,15,13,78802,78802,6,0,1,1
0,1,1,0,0,15,14,78802,78802,6,0,1,1
0,1,1,0,0,13,1,50890,50890,6,1,0,1
0,1,1,0,0,13,3,50890,50890,6,1,0,1
0,1,1,0,0,13,4,50890,50890,6,0,1,1
0,1,1,0,0,13,5,50890,50890,6,1,0,1
0,1,1,0,0,13,9,50890,50890,6,0,1,1
0,1,1,0,0,13,11,50890,50890,6,1,0,1
0,1,1,0,0,13,12,50890,50890,6,1,0,1
0,1,1,0,0,13,14,50890,50890,6,0,1,1
0,1,1,0,0,13,15,50890,50890,6,0,1,1
0,1,0,0,0,10,2,85000,85000,6,0,1,1
0,1,0,0,0,10,6,85000,85000,6,1,0,1
0,1,0,0,1,12,4,55083,55083,6,0,1,1
0,1,0,0,0,10,2,90000,90000,6,1,0,1
0,1,0,0,0,10,4,90000,90000,6,1,0,1
0,1,0,0,0,10,6,90000,90000,6,1,0,1
0,1,0,0,0,10,9,90000,90000,6,1,0,1
0,1,0,0,0,10,14,90000,90000,6,1,0,1
0,1,0,0,0,10,15,90000,90000,6,1,0,1
0,1,1,0,0,4,1,122576,122576,6,0,1,1
0,1,1,0,0,4,2,122576,122576,6,1,0,1
0,1,1,0,0,4,3,122576,122576,6,0,1,1
0,1,1,0,0,4,5,122576,122576,6,0,1,1
0,1,1,0,0,4,6,122576,122576,6,1,0,1
0,1,1,0,0,4,9,122576,122576,6,0,1,1
0,1,1,0,0,4,10,122576,122576,6,1,0,1
0,1,1,0,0,4,11,122576,122576,6,0,1,1
0,1,1,0,0,4,12,122576,122576,6,0,1,1
0,1,1,0,0,4,14,122576,122576,6,0,1,1
0,1,1,0,0,4,15,122576,122576,6,0,1,1
0,1,0,0,0,1,2,65000,65000,6,0,1,1
0,1,0,0,0,1,3,65000,65000,6,1,0,1
0,1,0,0,0,1,4,65000,65000,6,0,1,1
0,1,0,0,0,1,5,65000,65000,6,1,0,1
0,1,0,0,0,1,11,65000,65000,6,1,0,1
0,1,0,0,0,1,12,65000,65000,6,1,0,1
0,1,0,0,0,1,13,65000,65000,6,1,0,1
0,1,0,0,0,10,6,95000,95000,6,1,0,1
0,1,0,0,0,10,9,95000,95000,6,1,0,1
0,1,0,0,0,10,14,95000,95000,6,1,0,1
0,1,0,0,0,10,15,95000,95000,6,1,0,1
0,1,1,0,0,11,1,34339,34339,6,1,0,1
0,1,1,0,0,11,2,34339,34339,6,0,1,1
0,1,1,0,0,11,3,34339,34339,6,1,0,1
0,1,1,0,0,11,4,34339,34339,6,0,1,1
0,1,1,0,0,11,5,34339,34339,6,1,0,1
0,1,1,0,0,11,9,34339,34339,6,0,1,1
0,1,1,0,0,11,12,34339,34339,6,1,0,1
0,1,1,0,0,11,13,34339,34339,6,1,0,1
0,1,1,0,0,11,14,34339,34339,6,1,0,1
0,1,1,0,0,6,10,133280,133280,6,1,0,1
0,1,1,0,0,6,15,133280,133280,6,1,0,1
0,1,1,0,0,5,1,62632,62632,6,1,0,1
0,1,1,0,0,5,2,62632,62632,6,0,1,1
0,1,1,0,0,5,3,62632,62632,6,1,0,1
0,1,1,0,0,5,4,62632,62632,6,0,1,1
0,1,1,0,0,5,9,62632,62632,6,0,1,1
0,1,1,0,0,5,11,62632,62632,6,1,0,1
0,1,1,0,0,5,12,62632,62632,6,1,0,1
0,1,1,0,0,5,13,62632,62632,6,1,0,1
0,1,1,0,0,5,14,62632,62632,6,1,0,1
0,1,1,0,0,5,15,62632,62632,6,0,1,1
0,1,1,0,0,6,10,136065,136065,6,0,1,1
0,1,0,0,1,11,2,39176,39176,6,0,1,1
0,1,1,0,0,14,3,136065,136065,6,0,1,1
0,1,1,0,0,14,4,136065,136065,6,0,1,1
0,1,1,0,0,14,5,136065,136065,6,0,1,1
0,1,1,0,0,14,9,136065,136065,6,0,1,1
0,1,1,0,0,14,12,136065,136065,6,0,1,1
0,1,1,0,0,14,13,136065,136065,6,0,1,1
0,1,1,0,0,14,15,136065,136065,6,0,1,1
0,1,1,0,0,3,1,61065,61065,6,0,1,1
0,1,1,0,0,3,2,61065,61065,6,0,1,1
